skill_sets,top_skills
"[{'\n  Industry Knowledge': ['Machine Learning', 'Wireless', 'Mobile Applications', 'Testing', 'Mobile Devices', 'Software Engineering']}, {'\n  Tools & Technologies': ['Java', 'Embedded Software', 'C', 'Embedded Systems', 'JavaScript']}, {'\n  Other Skills': ['Splunk']}]","Python,SQL,Machine Learning"
,
"[{'\n  Industry Knowledge': []}, {'\n  Other Skills': []}]",
,
"[{'\n  Industry Knowledge': ['Analytics', 'Machine Learning', 'Data Mining']}, {'\n  Tools & Technologies': ['NoSQL', 'MySQL', 'HBase']}, {'\n  Other Skills': ['Large Scale Systems']}]","Java,Hadoop,Big Data"
,
,
,
,
,
,
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Research', 'Data Analysis', 'Policy Analysis', 'Economics', 'Public Policy']}, {'\n  Tools & Technologies': ['Stata', 'Microsoft Office', 'PowerPoint']}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Languages': ['Spanish']}, {'\n  Other Skills': []}]","R,Statistics,Econometrics"
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Science', 'Analysis', 'Research', 'Mathematics', 'Modeling']}, {'\n  Other Skills': ['Astrophysics']}]","Programming,Physics,Simulations"
,
"[{'\n  Industry Knowledge': ['Analytics', 'Data Mining', 'Statistics', 'Analysis']}, {'\n  Tools & Technologies': ['R', 'Python']}, {'\n  Other Skills': ['Predictive Modeling', 'Predictive Analytics']}]","SQL,SAS,Statistical Modeling"
,
"[{'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': []}]",
,
"[{'\n  Industry Knowledge': ['Machine Learning', 'Quantitative Analytics', 'Derivatives', 'Quantitative Research']}, {'\n  Tools & Technologies': ['Trading Systems', 'Python', 'Hadoop']}, {'\n  Other Skills': ['Data Science', 'Time Series Analysis']}]","R,Quantitative Finance,Statistical Modeling"
,
,
,
"[{'\n  Industry Knowledge': ['SAS programming', 'Statistics', 'Financial Analysis', 'Quantitative Analytics', 'Analysis', 'Analytical Skills']}, {'\n  Tools & Technologies': ['Stata', 'Access', 'SQL', 'SPSS', 'SAS']}]","R,Data Analysis,Statistical Modeling"
,
"[{'\n  Industry Knowledge': ['Machine Learning', 'Agile Methodologies', 'Computer Science', 'Data Mining', 'Analytics']}, {'\n  Other Skills': ['Algorithm Design']}]","Databases,Statistical Modeling,Hadoop"
,
,
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Data Visualization', 'Simulations']}, {'\n  Tools & Technologies': ['Labview']}, {'\n  Other Skills': ['Exploratory Data Analysis']}]","Matlab,Dynamics,Modeling"
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistical Modeling', 'Quantitative Analytics', 'Econometrics', 'Research']}, {'\n  Tools & Technologies': ['SAS', 'Matlab', 'SPSS', 'Tableau', 'SQL', 'Microsoft Office', 'Python']}, {'\n  Other Skills': ['Time Series Analysis', 'Alteryx']}]","R,Stata,Statistics"
,
,
,
"[{'\n  Industry Knowledge': ['Genomics', 'Computer Science', 'Genetics', 'Statistical Modeling', 'Molecular Biology', 'Artificial Intelligence', 'Statistics', 'Science', 'Data Mining', 'Biostatistics']}, {'\n  Tools & Technologies': ['Python', 'R', 'C']}, {'\n  Other Skills': ['Computational Biology', 'Sequence Analysis', 'Phylogenetics', 'Systems Biology', 'Sequencing', 'Experimental Design']}]","Machine Learning,Bioinformatics,Algorithms"
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Programming', 'Materials Science', 'Chemistry', 'Characterization', 'Nanotechnology', 'Thin Films', 'Solar Energy', 'Scanning Electron Microscopy', 'Semiconductors', 'Spectroscopy', 'Computer Science', 'SEM']}, {'\n  Tools & Technologies': ['SQL', 'Matlab', 'Git']}, {'\n  Interpersonal Skills': ['Presentations']}, {'\n  Other Skills': ['Scikit-Learn', 'Powder X-ray Diffraction', 'AFM', 'CVD', 'Photolithography', 'XPS', 'Computers']}]","Python,Pandas,Machine Learning"
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistical Modeling', 'Biostatistics', 'Data Mining', 'SAS programming', 'Machine Learning']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'LaTeX']}, {'\n  Other Skills': ['Experimental Design', 'Time Series Analysis', 'Logistic Regression']}]","R,Statistics,SAS"
,
"[{'\n  Industry Knowledge': ['Spatial Analysis', 'Data Mining', 'Programming']}, {'\n  Tools & Technologies': ['ArcGIS', 'Java', 'GIS', 'C#', 'SQL', 'Matlab', 'C', 'R', 'Microsoft SQL Server', 'OpenGL']}, {'\n  Other Skills': ['ENVI']}]","Python,Algorithms,C++"
,
,
,
"[{'\n  Industry Knowledge': ['Process Automation', 'Shell Scripting', 'Machine Learning']}, {'\n  Tools & Technologies': ['Tableau']}, {'\n  Other Skills': ['Clojure', 'Predictive Modeling']}]","SQL,Python,Teradata"
,
"[{'\n  Industry Knowledge': ['Data Mining', 'Data Warehousing', 'Business Intelligence', 'ETL', 'Requirements Analysis', 'Business Analysis', 'SDLC', 'Data Integration', 'Requirements Gathering', 'Testing', 'Analytics', 'Data Analysis', 'Business Analytics', 'Software Development Life Cycle (SDLC)', 'Database Administration', 'Extract, Transform, Load (ETL)', 'Fraud', 'Shell Scripting']}, {'\n  Tools & Technologies': ['Python', 'Oracle', 'Business Objects', 'Informatica', 'PL/SQL', 'Microsoft SQL Server', 'SSRS', 'Crystal Reports', 'Informatica Data Quality', 'Informatica PowerCenter', 'SQL Server Reporting Services (SSRS)', 'SAP BusinessObjects']}, {'\n  Other Skills': ['Risk Analytics', 'Teradata', 'Dashboard', 'Unix Shell Scripting', 'OLAP', 'Business Intelligence Tools']}]","SQL,Fraud Detection,Machine Learning"
,
"[{'\n  Industry Knowledge': ['Algorithms', 'Distributed Systems', 'Data Structures']}, {'\n  Tools & Technologies': ['C++', 'C', 'Java', 'NetBeans', 'Visual Studio', 'Python']}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Other Skills': ['Spark', 'MapReduce']}]","Linux Clustering,MPI,Hadoop"
,
,
,
,
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Analytics', 'Statistical Modeling', 'Quantitative Analytics', 'Project Management', 'Machine Learning']}, {'\n  Tools & Technologies': ['SQL', 'R']}, {'\n  Other Skills': ['Time Series Analysis', 'Predictive Modeling']}]","SAS,Data Mining,Statistics"
,
,
,
,
,
,
,
,
,
,
,
"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
,
"[{'\n  Industry Knowledge': ['Big Data', 'Data Mining', 'Statistics', 'Optimization']}, {'\n  Tools & Technologies': ['Java', 'R', 'Linux', 'Unix']}, {'\n  Other Skills': ['Monte Carlo Simulation']}]","Python,Machine Learning,Supply Chain Optimization"
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Financial Analysis', 'Machine Learning', 'Analysis', 'Business Analysis', 'Research', 'Statistics']}, {'\n  Tools & Technologies': ['Tableau', 'Python', 'Java', 'QlikView', 'Bloomberg', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint', 'C', 'Matlab', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Teamwork']}, {'\n  Languages': ['Japanese']}, {'\n  Other Skills': ['Self-starter']}]","R,SAS,SQL"
,
"[{'\n  Industry Knowledge': ['Programming', 'Data Analysis', 'Simulations', 'Signal Processing', 'Algorithms', 'Optimization', 'Machine Learning', 'Wireless', 'Data Mining']}, {'\n  Tools & Technologies': ['Matlab', 'C++', 'C']}, {'\n  Other Skills': ['MLlib', 'Information Theory', 'Algorithm Design', 'Networking']}]","Python,Apache Spark,Big Data Analytics"
,
"[{'\n  Industry Knowledge': ['Algorithms', 'Signal Processing', 'Multithreading', 'Optimization', 'Data Analysis']}, {'\n  Tools & Technologies': ['Matlab', 'Embedded Systems', 'Firmware', 'C++', 'C', 'Embedded Software', 'Device Drivers']}, {'\n  Other Skills': ['Data Science', 'Predictive Modelling', 'Communication Systems', 'Predictive Modeling', 'Predictive Analytics', 'Digital Signal Processing', 'Statistical Signal Processing', 'MapReduce']}]","Digital Signal Processors,Machine Learning,Python"
,
,
,
"[{'\n  Industry Knowledge': ['Renewable Energy', 'Energy Efficiency', 'Research', 'Statistics', 'Machine Learning', 'Data Mining', 'Energy', 'Algorithms', 'Environmental Impact Assessment', 'Energy Management', 'Signal Processing', 'Project Management']}, {'\n  Tools & Technologies': ['Matlab', 'LaTeX', 'SQL', 'Microsoft Office', 'Java']}, {'\n  Interpersonal Skills': ['Engineering Management']}, {'\n  Other Skills': ['Pattern Recognition', 'Life Cycle Assessment', 'Infrastructure Planning', 'Demand Response']}]","Data Analysis,Python,Sustainability"
,
,
,
"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
,
,
,
"[{'\n  Industry Knowledge': ['Numerical Analysis', 'Data Analysis', 'Machine Learning']}, {'\n  Tools & Technologies': ['Python', 'Linux']}, {'\n  Other Skills': ['Algebra', 'Calculus', 'Linear Algebra', 'SageMath']}]","Teaching,LaTeX,Mathematical Modeling"
,
"[{'\n  Industry Knowledge': ['Machine Learning', 'Big Data', 'Algorithms', 'Computer Science']}, {'\n  Tools & Technologies': ['Python', 'Hadoop', 'Amazon Web Services (AWS)', 'SQL', 'Java', 'HBase', 'Perl']}, {'\n  Other Skills': ['Data Science']}]","Statistics,R,Data Mining"
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistics', 'Mathematical Modeling', 'Numerical Analysis', 'Data Mining', 'Software Development', 'Algorithms', 'Research']}, {'\n  Tools & Technologies': ['Java', 'LaTeX', 'Mathematica', 'Matlab', 'C++', 'Linux']}, {'\n  Interpersonal Skills': ['Managment']}, {'\n  Other Skills': ['Scientific Computing', 'Apache Spark', 'Theoretical Physics', 'Numerical Simulation', 'Markov Chain Monte Carlo', 'Quantum Field Theory', 'Cosmology', 'String Theory', 'C++ Language', 'Mathematical Physics', 'Maple', 'R for Statistical Computing', 'Monte Carlo Simulate Annealing', 'Deep Learning']}]","Physics,Machine Learning,Python"
,
"[{'\n  Industry Knowledge': ['Statistical Modeling', 'Operations Research', 'Mathematical Modeling', 'Simulations', 'Data Mining', 'Forecasting', 'Supply Chain Management', 'Business Analysis', 'Machine Learning', 'Inventory Management', 'Project Management', 'Operations Management', 'Optimizations', 'Algorithms', 'Economics', 'Strategic Planning', 'ERP', 'SCRUM', 'Analysis', 'Research', 'Program Management', 'Process Improvement', 'Analytical Skills']}, {'\n  Tools & Technologies': ['C++', 'SQL', 'R', 'Matlab', 'LaTeX', 'Microsoft Excel', 'Python', 'Databases']}, {'\n  Interpersonal Skills': ['Cross-functional Team Leadership', 'Management']}, {'\n  Other Skills': ['Stochastic Processes', 'Regression Analysis', 'Capacity Planning', 'Information Systems', 'Cash flow analysis', 'Linear Programming', 'Pattern Recognition']}]","Statistics,Data Analysis,Optimization"
,
"[{'\n  Industry Knowledge': ['Algorithms', 'Spectroscopy', 'Research', 'Biochemistry', 'Mathematical Modeling', 'Physics', 'Biotechnology', 'Gel Electrophoresis', 'Protein Purification', 'Protein Chemistry', 'HPLC']}, {'\n  Tools & Technologies': ['C++', 'Java', 'Perl', 'C']}, {'\n  Other Skills': ['Biophysics', 'Fluorescence', 'NMR spectroscopy', 'Pymol', 'Protein Design', 'x86 Assembly', 'Experimentation']}]","Python,Science,Statistics"
,
,
,
"[{'\n  Industry Knowledge': ['Machine Learning', 'Statistics', 'Data Visualization', 'Business Analysis']}, {'\n  Tools & Technologies': ['SQL', 'Tableau', 'Microsoft Excel']}]","Data Analysis,R,Python"
,
,
,
"[{'\n  Industry Knowledge': ['Market Research', 'Analytical Skills', 'Analytics', 'Statistics', 'Quantitative Analytics', 'Statistical Modeling', 'Research']}, {'\n  Tools & Technologies': ['R', 'Microsoft Office']}, {'\n  Other Skills': []}]","Data Analysis,Market Analysis,Market Research"
,
"[{'\n  Industry Knowledge': ['Statistical Modeling', 'Machine Learning', 'Simulations', 'Software Development', 'Data Analysis', 'Risk Management', 'Algorithms', 'Modeling']}, {'\n  Tools & Technologies': ['Python', 'SAS']}, {'\n  Other Skills': []}]","Data Mining,Analytics,R"
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Songwriting', 'Business Development', 'Business Analysis', 'Machine Learning', 'Project Management']}, {'\n  Tools & Technologies': ['Python', 'SQL', 'Matlab', 'Bash']}, {'\n  Interpersonal Skills': ['Community Outreach', 'Teamwork']}, {'\n  Other Skills': ['Music Performance']}]","Computer Science,Human Computer Interaction,Java"
,
,
,
"[{'\n  Industry Knowledge': ['Software Development', 'Big Data', 'Scalability', 'Cloud Computing', 'Agile Methodologies', 'Algorithms', 'Software Design', 'Scrum']}, {'\n  Tools & Technologies': ['Linux', 'C++', 'Unix', 'Hadoop', 'Python', 'Windows', 'XML', 'Perl', 'C']}, {'\n  Other Skills': ['Windows Programming']}]","Software Engineering,Distributed Systems,Java"
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Algorithms', 'Analytics', 'Sound', 'Sound Design', 'Mathematics']}, {'\n  Tools & Technologies': ['OS X', 'iOS', 'Linux', 'Keynote', 'Logic Pro', 'Android', 'Python', 'C++', 'HTML 5']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['iWork', 'Mac OS X Server', 'Logic Studio']}]","Programming,SQL,Data Analysis"
,
"[{'\n  Industry Knowledge': ['SEO', 'Advertising', 'Digital Media', 'Online Advertising', 'SEM', 'PPC', 'Mobile Marketing', 'Mobile Advertising', 'Social Media Marketing', 'Media Planning']}, {'\n  Tools & Technologies': ['Google Adwords', 'Google Analytics']}, {'\n  Other Skills': ['Omniture']}]","Analytics,Digital Marketing,Digital Strategy"
,
"[{'\n  Industry Knowledge': ['Signal Processing', 'Physics', 'Science', 'Research', 'Nanomaterials', 'Spectroscopy']}, {'\n  Tools & Technologies': ['Matlab', 'C', 'Java', 'Labview', 'Mathematica', 'LabVIEW']}, {'\n  Other Skills': ['Scientific Computing', 'Bayesian methods', 'Teradata SQL', 'Data Acquisition']}]","R,Statistics,Data Analysis"
,
,
,
"[{'\n  Industry Knowledge': ['Business Analysis', 'Business Intelligence', 'Project Management', 'Analysis', 'Analytics', 'Capital Markets', 'Portfolio Management', 'Investment Banking', 'CRM']}, {'\n  Interpersonal Skills': ['Leadership', 'Management', 'Team Leadership']}]","Risk Management,Banking,Strategy"
,
"[{'\n  Industry Knowledge': ['Algorithms', 'Data Modeling', 'Big Data']}, {'\n  Tools & Technologies': ['XML', 'Hadoop', 'Oracle', 'Databases', 'Eclipse', 'Matlab', 'Unix']}, {'\n  Other Skills': ['Hive', 'Information Retrieval']}]","Machine Learning,Data Mining,Java"
,
"[{'\n  Industry Knowledge': ['Computer Science', 'Analytics', 'Data Analysis']}, {'\n  Tools & Technologies': ['C++', 'Java', 'Matlab', 'Linux', 'Hadoop']}]","Algorithms,Machine Learning,Python"
,
,
,
"[{'\n  Industry Knowledge': ['Computer Science', 'Artificial Intelligence', 'Distributed Systems']}, {'\n  Tools & Technologies': ['Java']}, {'\n  Other Skills': ['Text Mining', 'Information Retrieval', 'Recommender Systems', 'User Modeling', 'Pattern Recognition', 'MapReduce', 'Natural Language Processing']}]","Machine Learning,Data Mining,Algorithms"
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Product Management', 'Electrical Engineering', 'RF', 'Product Development', 'PCB design', 'PCB Design', 'Testing']}, {'\n  Tools & Technologies': ['Labview', 'LabVIEW']}, {'\n  Other Skills': ['Data Acquisition']}]","Manufacturing,Cross-functional Team Leadership,Electronics"
,
,
,
"[{'\n  Industry Knowledge': ['Scrum', 'Software Engineering', 'Mobile Applications', 'Mobile Devices', 'Software Quality Assurance', 'Test Planning']}, {'\n  Tools & Technologies': ['Linux', 'Databases', 'Java', 'Unix']}]","Agile Methodologies,Software Development,Python"
,
"[{'\n  Industry Knowledge': ['Data Mining', 'Algorithms', 'Research', 'Machine Learning', 'Statistics', 'Programming', 'Analysis', 'Big Data', 'Distributed Systems', 'Software Engineering', 'Computer Science', 'Online Advertising', 'Data Modeling', 'Business Intelligence', 'User Experience']}, {'\n  Tools & Technologies': ['R', 'Hadoop', 'SQL', 'Python', 'PHP', 'OS X']}, {'\n  Other Skills': ['Hive', 'Data Science', 'MapReduce']}]","Data Analysis,Analytics,Databases"
,
"[{'\n  Industry Knowledge': ['Optimization', 'Statistical Modeling', 'Algorithms', 'Data Mining', 'Data Analysis']}, {'\n  Tools & Technologies': ['Matlab', 'Python', 'SQL', 'Unix', 'Java', 'Hadoop']}, {'\n  Other Skills': ['Predictive Analytics', 'Predictive Modeling', 'Time Series Analysis', 'MapReduce', 'Apache Spark', 'Data Science']}]","R,Statistics,Machine Learning"
,
,
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Programming', 'Data Mining', 'Strategy', 'Modeling']}, {'\n  Tools & Technologies': ['Microsoft Office', 'SAS', 'MySQL', 'Microsoft Excel', 'Python']}, {'\n  Interpersonal Skills': ['Teamwork', 'Management']}, {'\n  Other Skills': []}]","SQL,R,Business Analytics"
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Distributed Systems', 'Machine Learning', 'Software Development']}, {'\n  Tools & Technologies': ['Eclipse', 'C', 'Linux', 'Ruby on Rails']}]","Algorithms,Java,Software Engineering"
,
"[{'\n  Tools & Technologies': ['Microsoft Excel', 'Microsoft Office', 'SAS', 'Adobe Creative Suite', 'Tableau']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Team Leadership']}, {'\n  Languages': ['Spanish']}]","Data Analysis,R,SQL"
,
"[{'\n  Industry Knowledge': ['Research', 'E-commerce', 'Quantitative Analytics']}, {'\n  Tools & Technologies': ['Microsoft Office', 'Python', 'SQL', 'Java', 'Tableau']}, {'\n  Interpersonal Skills': []}, {'\n  Languages': ['English']}, {'\n  Other Skills': ['Amazon Redshift']}]","Data Analysis,Teamwork,Microsoft Excel"
,
"[{'\n  Industry Knowledge': ['Algorithms', 'Data Mining', 'Big Data', 'Data Structures', 'Research', 'Continuous Improvement']}, {'\n  Tools & Technologies': ['C++', 'Java', 'R', 'C', 'Unix']}, {'\n  Interpersonal Skills': ['Leadership']}, {'\n  Other Skills': ['Information Retrieval', 'Pattern Recognition', 'MapReduce']}]","Machine Learning,Python,Hadoop"
,
"[{'\n  Industry Knowledge': ['Retail', 'Customer Experience', 'Accounting', 'Retail Sales', 'Customer Satisfaction', 'Inventory Management', 'Visual Merchandising', 'Store Management', 'Consumer Electronics', 'Accounts Receivable', 'Accounts Payable', 'Retail Banking', 'Banking']}, {'\n  Tools & Technologies': ['Microsoft Office', 'Microsoft Excel', 'Mac', 'iPhone', 'Microsoft Word', 'PowerPoint']}, {'\n  Interpersonal Skills': ['Team Leadership', 'Leadership', 'Training', 'Employee Training', 'Teamwork', 'Team Building']}, {'\n  Other Skills': ['iLife', 'iWork', 'Building Customer Loyalty', 'Mac OS']}]","Customer Service,Sales,OS X"
,
"[{'\n  Industry Knowledge': ['Research', 'Sociology', 'Quantitative Research', 'Higher Education']}, {'\n  Tools & Technologies': ['SPSS', 'Stata', 'R', 'Microsoft Office', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Teaching', 'University Teaching', 'Public Speaking']}, {'\n  Other Skills': ['NVivo', 'Atlas.ti']}]","Data Analysis,Statistics,Qualitative Research"
,
"[{'\n  Tools & Technologies': ['Python', 'HTML', 'Bloomberg', 'CSS']}, {'\n  Other Skills': ['Spark']}]","Statistics,Japanese,Tableau"
,
"[{'\n  Industry Knowledge': ['Mathematical Modeling', 'Research', 'Machine Learning']}, {'\n  Tools & Technologies': ['Python', 'Microsoft Office', 'Matlab', 'C', 'Scala', 'Linux', 'Tensorflow']}, {'\n  Other Skills': ['Parallel Programming', 'Apache Spark', 'Artificial Neural Networks', 'Hive']}]","R,Data Analysis,Statistics"
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Strategic Planning', 'Business Analysis']}, {'\n  Tools & Technologies': ['Cisco Technologies']}, {'\n  Interpersonal Skills': ['Management', 'Team Building']}]","Project Management,Project Planning,Account Management"
,
"[{'\n  Industry Knowledge': ['Machine Learning', 'Linux System Administration', 'Numerical Analysis', 'Big Data', 'Project Management', 'Research', 'Data Analysis', 'Science', 'Higher Education']}, {'\n  Tools & Technologies': ['Java', 'Perl', 'C++', 'Matlab', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint', 'Linux']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Teaching']}, {'\n  Other Skills': ['Scientific Computing']}]","Statistics,R,Python"
,
"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
,
"[{'\n  Industry Knowledge': ['Data Analysis', 'Data Mining', 'Statistical Modeling', 'SAS Programming', 'Business Analytics', 'Quantitative Analytics', 'Market Research', 'Demand Planning', 'Segmentation', 'Customer Insight', 'Statistics', 'Database Marketing', 'Web Analytics']}, {'\n  Tools & Technologies': ['Tableau', 'R', 'SQL']}, {'\n  Other Skills': ['Predictive Modeling', 'Time Series Analysis', 'Demand Forecasting', 'Marketing Analytics', 'Customer Analysis']}]","Analytics,Predictive Analytics,Cross-functional Team Leadership"
,
,
,
"[{'\n  Industry Knowledge': ['Analytics', 'Business Process Improvement', 'Insurance', 'Data Analysis', 'Management Consulting', 'Analysis', 'Business Analysis', 'CRM', 'Data Mining', 'Consulting']}, {'\n  Tools & Technologies': ['Stata', 'SAS Macros']}, {'\n  Interpersonal Skills': ['Management', 'Leadership']}, {'\n  Other Skills': ['Logistic Regression', 'Health Economics', 'Data Science', 'Terradata', 'GLMs', 'Bing Ads Accredited Professional']}]","SAS,SQL,Predictive Analytics"
,
"[{'\n  Industry Knowledge': ['Machine Learning', 'Statistics', 'Finite Element Analysis', 'Research']}, {'\n  Tools & Technologies': ['Microsoft Office']}, {'\n  Other Skills': ['Nanofabrication', 'Mechanics of Materials', 'Electron Microscopy', 'Density Functional Theory']}]","Data Analysis,Python,Matlab"
,
"[{'\n  Industry Knowledge': ['Civil Engineering', 'Statistics', 'Structural Analysis', 'Machine Learning', 'Finite Element Analysis', 'Signal Processing', 'Image Processing', 'Data Mining']}, {'\n  Tools & Technologies': ['LaTeX', 'Matlab', 'Python', 'R', 'MySQL']}, {'\n  Interpersonal Skills': ['Leadership']}, {'\n  Other Skills': ['Parallel Computing', 'scikit-learn', 'Earthquake Engineering', 'Data Science']}]","Data Analysis,Mathematical Modeling,Programming"
,
,
,
"[{'\n  Industry Knowledge': ['Scalability', 'Big Data', 'Algorithms', 'Data Mining', 'Data Analysis', 'Analytics', 'Cloud Computing', 'Shell Scripting', 'Advertising', 'Mobile Advertising']}, {'\n  Tools & Technologies': ['SQL', 'NoSQL', 'C++', 'MySQL', 'Python', 'C', 'HBase', 'R', 'Linux', 'OS X', 'Java Enterprise Edition', 'Photoshop', 'Github', 'Git', 'REST']}, {'\n  Other Skills': ['MapReduce', 'Hive', 'Information Extraction', 'Information Retrieval']}]","Hadoop,Java,Distributed Systems"
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Algorithms', 'Big Data', 'Software Engineering', 'Analytics', 'Software Development']}, {'\n  Tools & Technologies': ['Unix', 'Java', 'C']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Classification', 'Random Forests', 'Datapath Placement', 'Regression Models', 'VLSI Placement']}]","Machine Learning,Data Mining,Python"
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Numerical Analysis', 'Data Mining', 'Statistics', 'Simulations', 'Statistical Modeling', 'Machine Learning', 'Programming', 'Algorithms', 'Research']}, {'\n  Tools & Technologies': ['R', 'Python', 'Mathematica']}, {'\n  Other Skills': ['Pattern Recognition']}]","Physics,Data Analysis,LaTeX"
,
,
,
,
,
[{'\n  Other Skills': []}],
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Data Mining', 'Machine Learning', 'Quantitative Analytics', 'Algorithms', 'Econometrics', 'Statistical Modeling']}, {'\n  Tools & Technologies': ['Python', 'Matlab', 'python', 'LaTeX']}]","Data Analysis,R,Statistics"
,
"[{'\n  Industry Knowledge': ['Business Intelligence', 'Analysis', 'Strategy', 'Business Development', 'Market Research', 'Data Analysis', 'Consulting', 'Business Analytics', 'Project Management', 'Financial Modeling', 'Requirements Analysis', 'CRM', 'Management Consulting', 'Data Mining', 'IT Strategy', 'SDLC', 'Statistical Modeling', 'Statistical Data Analysis', 'Machine Learning', 'Requirements Gathering', 'Supply Chain Management', 'Forecasting', 'Supply Chain Optimization']}, {'\n  Tools & Technologies': ['SQL', 'SPSS', 'C', 'Tableau', 'Microsoft SQL Server', 'R', 'SAS', 'Microsoft Office', 'Microsoft Excel', 'C++', 'Databases', 'Windows Azure', 'Python', 'MySQL', 'MINITAB', 'ASP.NET', 'Hadoop', 'Cognos', 'C#']}, {'\n  Interpersonal Skills': ['Team Management', 'Leadership', 'Management', 'Cross-functional Team Leadership']}, {'\n  Other Skills': ['Stochastic Modeling']}]","Business Analysis,Analytics,Business Strategy"
,
,
,
"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
,
,
,
,
,
,
,
"[{'\n  Industry Knowledge': ['Technical Writing', 'E-Learning', 'Quality Assurance']}, {'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Languages': ['Japanese', 'French']}, {'\n  Other Skills': ['Functional Specifications', 'Performance Benchmarking']}]","Data Analysis,Research,Language Teaching"
,
,
,
"[{'\n  Tools & Technologies': ['Python']}, {'\n  Interpersonal Skills': ['Leadership']}]","Public Speaking,Matlab,Research"
