country,skill_sets,top_skills
"London, Greater London, United Kingdom","[{'\n  Industry Knowledge': ['Video Games', 'Programming', 'Online Gaming', 'Research', 'Object Oriented Design', 'Technical Writing', 'Data Entry']}, {'\n  Tools & Technologies': ['Python', 'C++', 'SQL', 'OS X', 'MySQL', 'Visio', 'Linux', 'PowerPoint', 'Outlook', 'Windows', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Team Leadership', 'Management', 'Customer Support']}, {'\n  Other Skills': ['Computer Games']}]","Data Analysis,Analytics,Physics"
"San Francisco, California","[{'\n  Industry Knowledge': ['Social Media', 'Project Management', 'Business Strategy', 'Data Analysis', 'Market Research', 'Machine Learning', 'Data Visualization', 'Consulting', 'Research']}, {'\n  Tools & Technologies': ['Microsoft Word', 'Microsoft Excel', 'Python', 'SQL', 'R', 'Microsoft Office', 'Microsoft PowerPoint']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Leadership', 'Teamwork', 'Management']}, {'\n  Languages': ['English']}]","Financial Analysis,Financial Accounting,PowerPoint"
"Sacramento, California Area","[{'\n  Industry Knowledge': ['Analytics', 'Data Visualization', 'Data Mining', 'Data Analysis', 'Programming', 'Mathematics', 'Statistical Modeling', 'Quantitative Analytics', 'Big Data']}, {'\n  Tools & Technologies': ['R Programming', 'Python', 'LaTeX', 'Git', 'MySQL', 'Microsoft Excel', 'SAS', 'Microsoft Word', 'PostgreSQL', 'Hadoop', 'Databases', 'Linux', 'C', 'Excel', 'MongoDB', 'JavaScript']}, {'\n  Other Skills': ['Applied Mathematics', 'Hive', 'Predictive Modeling', 'Mathematical Analysis', 'Greenplum', 'Facebook API', 'Time Series Analysis', 'A/B testing']}]","R,Statistics,SQL"
San Francisco Bay Area,"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
"Menlo Park, California","[{'\n  Industry Knowledge': ['Analysis', 'Algorithms', 'Optimization', 'Data Analysis', 'Analytics', 'Data Mining', 'Forecasting', 'Inventory Management', 'Revenue Management', 'Online Advertising', 'Retail', 'Revenue Analysis', 'Supply Chain Management']}, {'\n  Tools & Technologies': ['Matlab', 'LaTeX', 'SQL', 'C++']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Network Optimization', 'Price Optimization', 'Linear/Nonlinear/Dynamic/Integer Programming', 'Forecasting Models', 'SAS Markdown optimization', 'Retail Industry']}]","SAS,Operations Research,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Technical Recruiting', 'Temporary Placement', 'Internet Recruiting', 'Business Development', 'Hiring', 'Security']}, {'\n  Tools & Technologies': ['Applicant Tracking Systems']}, {'\n  Interpersonal Skills': ['Management', 'Talent Management', 'Search']}, {'\n  Other Skills': ['Networking', 'Talent Acquisition']}]","Recruiting,Sourcing,Interviews"
,,
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Econometrics', 'Economics', 'Research Design', 'Policy Analysis', 'Report Writing', 'Research']}, {'\n  Tools & Technologies': ['Matlab', 'python', 'R', 'Stata', 'LaTeX']}, {'\n  Interpersonal Skills': ['University Teaching']}]","Data Analysis,Data Mining,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Analytics', 'Data Analysis', 'Machine Learning', 'Statistical Modeling', 'Simulations', 'Algorithms', 'Operations Research', 'Mathematical Modeling', 'Analysis', 'Distributed Systems', 'Programming', 'Supply Chain Optimization', 'Database Design', 'Segmentation']}, {'\n  Tools & Technologies': ['R', 'SQL', 'Python']}, {'\n  Other Skills': ['Predictive Analytics', 'Integer Programming', 'Predictive Modeling', 'Linear Programming']}]","Big Data,Statistics,Data Mining"
,,
"London, United Kingdom","[{'\n  Industry Knowledge': ['Statistics', 'Programming', 'Software Development', 'Physics', 'Science', 'Statistical Data Analysis', 'Shell Scripting', 'Research', 'Analysis']}, {'\n  Tools & Technologies': ['C++', 'Python', 'R', 'Unix', 'Bash', 'LaTeX', 'Subversion', 'Git']}, {'\n  Other Skills': ['Particle Physics', 'Data Reduction', 'ROOT']}]","Data Analysis,Statistical Modeling,Machine Learning"
"Palo Alto, California","[{'\n  Industry Knowledge': ['Market Research', 'Machine Learning', 'Statistics']}, {'\n  Tools & Technologies': ['Python', 'Stata', 'Tableau', 'Mathematica']}]","Data Analysis,SQL,R"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Analytics', 'Statistical Modeling', 'Data Modeling', 'Research', 'Statistics', 'Report Writing', 'Biostatistics']}, {'\n  Tools & Technologies': ['Databases', 'SQL', 'SAS']}, {'\n  Other Skills': ['Logistic Regression', 'Statistical Programming', 'Genetic Analysis', 'Population Genetics', 'Linear Regression', 'Data Processing', 'Predictive Modeling', 'Molecular Genetics', 'Statistical Genetics', 'linear models', 'Canadian History']}]","R,Data Munging,Data Visualization"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Statistics', 'Operations Research', 'Statistical Modeling', 'Mathematical Modeling']}, {'\n  Tools & Technologies': ['SQL', 'SPSS', 'Hadoop', 'Oracle', 'SAS', 'PLSQL', 'Python']}, {'\n  Other Skills': []}]","R,Data Mining,Optimization"
Greater New York City Area,"[{'\n  Industry Knowledge': ['Research']}, {'\n  Tools & Technologies': ['Java', 'C', 'HTML', 'Microsoft Office', 'Adobe Creative Suite']}, {'\n  Interpersonal Skills': ['Public Speaking']}, {'\n  Other Skills': ['SAS Base', 'iWork']}]","Data Analysis,R,Python"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['SEM', 'Online Marketing', 'CRM', 'Web Analytics', 'Product Management', 'Online Advertising', 'Digital Marketing', 'E-commerce', 'Digital Strategy', 'Product Marketing', 'Email Marketing', 'Customer Relationship Management (CRM)', 'Search Engine Marketing (SEM)']}, {'\n  Tools & Technologies': ['Salesforce.com', 'SQL', 'Python', 'Marketo', 'Google Analytics', 'Microsoft Excel', 'MySQL']}, {'\n  Other Skills': ['Marketing Automation', 'Eloqua']}]","Analytics,Lead Generation,Marketing"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Data Analysis', 'Writing']}, {'\n  Tools & Technologies': ['SAS', 'Python', 'SQL', 'Microsoft Excel', 'Matlab']}, {'\n  Interpersonal Skills': ['Leadership', 'Public Speaking']}, {'\n  Other Skills': ['Text Mining', 'Statistical Programming', 'Economic Research']}]","Statistics,R,Data Mining"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'SAS programming', 'Shell Scripting', 'Database Management', 'Research', 'Science']}, {'\n  Tools & Technologies': ['R', 'SQL', 'Python', 'Hadoop', 'SAS', 'Java', 'Matlab', 'Tableau', 'NoSQL', 'HBase', 'Microsoft Office', 'SPSS', 'Microsoft Excel', 'Linux', 'Unix', 'Git']}, {'\n  Other Skills': ['Predictive Modeling', 'A/B Testing', 'SAS E-Miner', 'MapReduce']}]","Data Mining,Machine Learning,Data Analysis"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analysis', 'Research', 'Quantitative Research', 'Econometrics', 'Data Mining', 'Statistical Modeling', 'Data Visualization']}, {'\n  Tools & Technologies': ['Stata', 'GIS', 'Python', 'SQL', 'SPSS', 'Eviews', 'HTML', 'Tableau']}, {'\n  Interpersonal Skills': ['Qualitative Research']}, {'\n  Other Skills': ['Apache Spark', 'JavaScript (D3, Leaflet, etc.)', 'Basics of Unix', 'Experimental Analysis', 'COSMOS']}]","Data Analysis,R,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analysis', 'Credit Cards', 'Economics', 'Email Marketing', 'Fraud', 'Marketing', 'Big Data', 'Event Planning', 'Business Analysis', 'Analytics']}, {'\n  Tools & Technologies': ['SAS', 'Python', 'R', 'LaTeX', 'Linux', 'MySQL', 'HTML', 'Matlab', 'Microsoft Office']}, {'\n  Other Skills': ['Teradata', 'Credit Card Fraud', 'Logistic Regression']}]","Data Analysis,SQL,Statistics"
"Los Angeles, California","[{'\n  Industry Knowledge': ['Optimization', 'Simulations', 'Statistics', 'Data Mining', 'Algorithms', 'Signal Processing', 'Image Processing', 'Mixed Signal', 'Wireless', 'IC', 'Optics', 'RF', 'Digital Signal Processors']}, {'\n  Tools & Technologies': ['Matlab', 'MongoDB', 'Hadoop', 'Java', 'Simulink']}]","SQL,Python,Machine Learning"
"New York, New York","[{'\n  Industry Knowledge': ['Economics', 'SEO', 'Supply Chain Operations', 'Office Administration', 'Data Analysis', 'Research']}, {'\n  Tools & Technologies': ['SQL', 'Google Webmaster Tools', 'VBA', 'PowerPoint', 'Stata', 'Google Adwords', 'Python']}, {'\n  Other Skills': ['Vertica', 'Environmental Economics', 'Asia Pacific', 'Productivity']}]","Econometrics,Statistical Modeling,Matlab"
"New York, New York","[{'\n  Industry Knowledge': ['Data Mining', 'Analytics', 'Statistics', 'Program Management']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'Python', 'HTML', 'Microsoft Office', 'VBA', 'Access', 'C', 'Matlab', 'C  ', 'MySQL', 'Visual Basic for Applications (VBA)']}, {'\n  Other Skills': ['Predictive Modeling', 'Optimization Models', 'Optimization Modeling', 'Logistics modelling']}]","Data Analysis,SQL,R"
Singapore,"[{'\n  Industry Knowledge': ['Machine Learning', 'NLP', 'Data Mining', 'Business Analysis', 'Shell Scripting', 'SAN', 'Storage', 'Requirements Analysis', 'Business Strategy', 'Strategy', 'Data Analysis', 'Analytics', 'Analysis']}, {'\n  Tools & Technologies': ['SQL', 'Unix', 'AIX', 'Windows Server', 'C', 'PHP', 'Active Directory', 'Servers', 'IBM AIX', 'C++', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['User Stories']}]","SPSS,R,Python"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Technical Writing', 'Proofreading']}, {'\n  Other Skills': ['Monte Carlo Simulation', 'Statistical Mechanics', 'Quantum Mechanics', 'Condensed Matter Physics', 'Written & Oral Presentation Skills']}]","Scientific Computing,Programming,Data Analysis"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Analytics', 'Research', 'Data Mining', 'Risk Management', 'Economics', 'Programming', 'Quantitative Analytics', 'Business Analysis']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'Matlab', 'Python', 'R', 'Stata', 'Databases', 'Java', 'Unix', 'SAS']}, {'\n  Interpersonal Skills': ['Leadership']}, {'\n  Other Skills': ['Teradata']}]","Data Analysis,Analysis,SQL"
,,
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis']}, {'\n  Tools & Technologies': ['Java', 'MySQL', 'R', 'Matlab', 'Linux', 'JavaScript', 'JIRA', 'HTML', 'CSS', 'Ruby on Rails']}]","Python,C,C++"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'PPC', 'SEO', 'Email Marketing', 'Analytics', 'Facebook Marketing', 'Mobile Advertising', 'Display Advertising', 'Product Marketing', 'Social Media Marketing', 'Business Development', 'Marketing', 'Entrepreneurship', 'Start-ups', 'Social Media', 'E-commerce', 'SEM', 'Online Marketing', 'Search Engine Optimization (SEO)']}, {'\n  Tools & Technologies': ['Google Analytics', 'Google Adwords', 'Microsoft Excel', 'HTML', 'CSS']}, {'\n  Interpersonal Skills': ['Lead Generation', 'Management', 'Leadership']}]","SQL,Data Science,Python"
"Mountain View, California","[{'\n  Industry Knowledge': ['Solar Energy', 'Renewable Energy', 'Automation', 'Signal Processing', 'Energy', 'Power Generation', 'Electrical Engineering', 'Simulations', 'Power Electronics', 'Energy Efficiency', 'Programming', 'SAS Programming', 'Microcontrollers', 'Web Analytics', 'E-commerce', 'Smart Grid', 'Digital Signal Processors', 'Machine Learning', 'Image Processing', 'VLSI']}, {'\n  Tools & Technologies': ['Matlab', 'C++', 'Pspice', 'JavaScript', 'Microsoft Office', 'Simulink', 'VHDL', 'Verilog', 'Windows', 'Django', 'SQL', 'Microsoft Excel', 'PowerPoint']}, {'\n  Other Skills': ['ModelSim']}]","Python,C,Data Analysis"
"New York, New York","[{'\n  Industry Knowledge': ['Statistics', 'Mathematical Modeling', 'Science', 'Higher Education', 'Nonprofits']}, {'\n  Tools & Technologies': ['LaTeX', 'SPSS', 'Matlab', 'Python']}, {'\n  Interpersonal Skills': ['Teaching', 'Public Speaking', 'University Teaching', 'Qualitative Research']}]","Mathematics,Data Analysis,Research"
,,
"Stanford, California","[{'\n  Industry Knowledge': ['Algorithms', 'Data Analysis', 'CFD', 'Thermodynamics', 'Data Mining']}, {'\n  Tools & Technologies': ['Mathematica', 'python', 'LaTeX', 'SQL', 'Python']}, {'\n  Other Skills': ['Numerical Simulation', 'Scientific Computing', 'Data Science', 'Fluid Dynamics', 'Applied Mathematics', 'High Performance Computing', 'COMSOL', 'Experimentation']}]","Mathematical Modeling,Machine Learning,Simulations"
