title,island,locality,price,beds,size,link,date,ad_type
"Flat / Apartment in avenida del Atlántico, 365, Vecindario norte-Cruce Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,165000,4,90,https://www.idealista.com/en/inmueble/88933024/,2020-10-01,sale
Flat / Apartment in Mogán,Gran Canaria,Mogán,149000,2,67,https://www.idealista.com/en/inmueble/90108212/,2020-10-01,sale
"Flat / Apartment in Los Jazmines, 9, San Agustín-Bahía Feliz, San Bartolomé de Tirajana",Gran Canaria,San Bartolomé de Tirajana,120000,2,60,https://www.idealista.com/en/inmueble/90472463/,2020-10-01,sale
"Flat / Apartment in avenida Alfereces Provisionales, NN, Playa del Inglés, San Bartolomé de Tirajana",Gran Canaria,San Bartolomé de Tirajana,178000,2,70,https://www.idealista.com/en/inmueble/89687742/,2020-10-01,sale
"Flat / Apartment in avenida De El Hierro, 3, Puerto Rico, Mogán",Gran Canaria,Mogán,189999,2,50,https://www.idealista.com/en/inmueble/88266977/,2020-10-01,sale
Flat / Apartment in Ingenio,Gran Canaria,Ingenio,97000,3,76,https://www.idealista.com/en/inmueble/88035913/,2020-10-01,sale
"Flat / Apartment in Vecindario-Los Llanos, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,95000,3,98,https://www.idealista.com/en/inmueble/87127637/,2020-10-01,sale
"Flat / Apartment in Ingeniero Doreste, 18, Vecindario-Los Llanos, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,124000,3,95,https://www.idealista.com/en/inmueble/88606043/,2020-10-01,sale
"Flat / Apartment in avenida del Atlántico, Vecindario norte-Cruce Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,185000,3,164,https://www.idealista.com/en/inmueble/85397584/,2020-10-01,sale
"Flat / Apartment in calle Apolinario, NN, Vecindario norte-Cruce Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,110000,2,79,https://www.idealista.com/en/inmueble/89448918/,2020-10-01,sale
"Flat / Apartment in calle Belingo, 29, Cruce de Arinaga, Agüimes",Gran Canaria,Agüimes,117420,2,64,https://www.idealista.com/en/inmueble/89258662/,2020-10-01,sale
"Flat / Apartment in calle Nuestra Señora del Carmen, Castillo del Romeral - Juan Grande, San Bartolomé de Tirajana",Gran Canaria,San Bartolomé de Tirajana,70000,3,65,https://www.idealista.com/en/inmueble/89121425/,2020-10-01,sale
"Flat / Apartment in avenida del cabildo insular, San Gregorio, Telde",Gran Canaria,Telde,190000,3,130,https://www.idealista.com/en/inmueble/81278675/,2020-10-01,sale
"Flat / Apartment in calle Río de Janeiro, 4, El Tablero, San Bartolomé de Tirajana",Gran Canaria,San Bartolomé de Tirajana,140000,2,65,https://www.idealista.com/en/inmueble/90772552/,2020-10-01,sale
"Flat / Apartment in calle Ripoche, 4, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,195000,2,72,https://www.idealista.com/en/inmueble/89702480/,2020-10-01,sale
"Flat / Apartment in calle Adargoma, 15, Vecindario norte-Cruce Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,109000,3,86,https://www.idealista.com/en/inmueble/89314185/,2020-10-01,sale
"Flat / Apartment in San Juan de Dios-Salto del Negro-Playa de la Laja, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,95000,3,82,https://www.idealista.com/en/inmueble/90514498/,2020-10-01,sale
"Penthouse in Vecindario-Los Llanos, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,149990,3,110,https://www.idealista.com/en/inmueble/86447230/,2020-10-01,sale
"Flat / Apartment in Lomo de Maspalomas, San Fernando, San Bartolomé de Tirajana",Gran Canaria,San Bartolomé de Tirajana,139500,3,89,https://www.idealista.com/en/inmueble/91033542/,2020-10-01,sale
"Flat / Apartment in calle Tegueste, 22, Vecindario centro-San Pedro Mártir, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,100000,3,85,https://www.idealista.com/en/inmueble/87216655/,2020-10-01,sale
"Flat / Apartment in AV Tinamar, 24, Vega de San Mateo",Gran Canaria,Vega de San Mateo,134000,4,140,https://www.idealista.com/en/inmueble/83977474/,2020-10-01,sale
"Flat / Apartment in Garcia de Toledo, NN, Playa de Arinaga, Agüimes",Gran Canaria,Agüimes,187000,2,79,https://www.idealista.com/en/inmueble/89311749/,2020-10-01,sale
"Flat / Apartment in Roque de Los Muchachos, Puerto Rico, Mogán",Gran Canaria,Mogán,147000,3,60,https://www.idealista.com/en/inmueble/90971102/,2020-10-01,sale
"Flat / Apartment in Diego Betancor Suarez, Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,120500,4,91,https://www.idealista.com/en/inmueble/90642988/,2020-10-01,sale
"Flat / Apartment in Diego Suarez Betancort, Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,119900,4,90,https://www.idealista.com/en/inmueble/89408734/,2020-10-01,sale
"Flat / Apartment in calle Antoñito el Molinero, Mogán",Gran Canaria,Mogán,199000,2,78,https://www.idealista.com/en/inmueble/88604186/,2020-10-01,sale
"Flat / Apartment in Vecindario-Paredilla-Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,99700,3,79,https://www.idealista.com/en/inmueble/85025997/,2020-10-01,sale
"Flat / Apartment in Diseminado San Felipe, Santa Maria de Guia de Gran Canaria",Gran Canaria,Santa Maria de Guia de Gran Canaria,118650,3,145,https://www.idealista.com/en/inmueble/40077549/,2020-10-01,sale
"Flat / Apartment in Montaña los Vélez - Vargas, Agüimes",Gran Canaria,Agüimes,126000,3,102,https://www.idealista.com/en/inmueble/88975922/,2020-10-01,sale
"Flat / Apartment in Vecindario-Paredilla-Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,88400,2,68,https://www.idealista.com/en/inmueble/91005999/,2020-10-01,sale
"Flat / Apartment in Vecindario-Los Llanos, Santa Lucía de Tirajana",Gran Canaria,Santa Lucía de Tirajana,106000,3,100,https://www.idealista.com/en/inmueble/90829914/,2020-10-01,sale
"Flat / Apartment in avenida de Tenerife, Playa del Inglés, San Bartolomé de Tirajana",Gran Canaria,San Bartolomé de Tirajana,158000,2,65,https://www.idealista.com/en/inmueble/84958241/,2020-10-01,sale
